2025-12-29 15:31:27 | INFO     | strategies.bond_strategy | ============================================================
2025-12-29 15:35:38 | INFO     | trading.bot |   Type:       bond
2025-12-29 15:35:38 | INFO     | trading.bot |   Mode:       💸 LIVE
2025-12-29 15:35:38 | INFO     | trading.bot |   ✅ Credentials validated
2025-12-29 15:35:38 | INFO     | trading.bot |   ✅ API connected
2025-12-29 15:35:38 | INFO     | trading.bot |   ✅ CLOB client initialized
2025-12-29 15:35:38 | INFO     | trading.storage.sqlite | SQLite storage initialized: data/risk_state.db
2025-12-29 15:35:38 | INFO     | trading.storage.sqlite | Registered agent bond-bot (bond)
2025-12-29 15:35:38 | INFO     | trading.risk_coordinator | ============================================================
2025-12-29 15:35:38 | INFO     | trading.risk_coordinator | 🔄 RECONCILING STATE WITH ON-CHAIN...
2025-12-29 15:35:38 | INFO     | trading.risk_coordinator | ============================================================
2025-12-29 15:35:38 | INFO     | trading.risk_coordinator |   Wallet: 0xf54f4FF134f2A96E7E63674e561Cde110dE4f282
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |   📡 API returned: 15 positions, $552.44 USDC
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |   📦 Positions from API:
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 92017981406808384305... | 76.6500 shares @ $0.9865 = $75.62
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 38799348442724633229... | 42.6100 shares @ $0.9850 = $41.97
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 64438803144617060812... | 41.2600 shares @ $0.9710 = $40.06
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 88933989741847491097... | 37.2100 shares @ $0.9500 = $35.35
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 57250582726141352031... | 26.0900 shares @ $0.9850 = $25.70
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 14805424610556521493... | 20.1400 shares @ $0.9755 = $19.65
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 82617212581795024039... | 18.5100 shares @ $0.9880 = $18.29
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 15023754393998281560... | 15.2100 shares @ $0.9575 = $14.56
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 62907314912118087699... | 14.0600 shares @ $0.9885 = $13.90
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 69066581937470837277... | 13.6200 shares @ $0.9755 = $13.29
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 10194940612355593823... | 10.0000 shares @ $0.9840 = $9.84
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 11095693793658442691... | 7.9800 shares @ $0.9860 = $7.87
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 32915172045130582917... | 7.8000 shares @ $0.9590 = $7.48
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 43577760886052680570... | 5.3000 shares @ $0.9835 = $5.21
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |       - 75858118176847938138... | 1.7700 shares @ $0.9750 = $1.73
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |   💰 Total API positions value: $330.51
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |   💾 DB state: 0 open, 72 orphan
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 92017981406808384305... | 76.6500 shares @ $0.9865 = $75.62
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 73: 76.65 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 38799348442724633229... | 42.6100 shares @ $0.9850 = $41.97
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 74: 42.61 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 64438803144617060812... | 41.2600 shares @ $0.9710 = $40.06
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 75: 41.26 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 88933989741847491097... | 37.2100 shares @ $0.9500 = $35.35
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 76: 37.21 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 57250582726141352031... | 26.0900 shares @ $0.9850 = $25.70
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 77: 26.09 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 14805424610556521493... | 20.1400 shares @ $0.9755 = $19.65
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 78: 20.14 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 82617212581795024039... | 18.5100 shares @ $0.9880 = $18.29
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 79: 18.51 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 15023754393998281560... | 15.2100 shares @ $0.9575 = $14.56
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 80: 15.21 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 62907314912118087699... | 14.0600 shares @ $0.9885 = $13.90
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 81: 14.06 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 69066581937470837277... | 13.6200 shares @ $0.9755 = $13.29
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 82: 13.62 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 10194940612355593823... | 10.0000 shares @ $0.9840 = $9.84
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 83: 10.00 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 11095693793658442691... | 7.9800 shares @ $0.9860 = $7.87
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 84: 7.98 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 32915172045130582917... | 7.8000 shares @ $0.9590 = $7.48
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 85: 7.80 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 43577760886052680570... | 5.3000 shares @ $0.9835 = $5.21
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 86: 5.30 shares
2025-12-29 15:35:40 | WARNING  | trading.risk_coordinator |   🔍 ORPHAN FOUND: 75858118176847938138... | 1.7700 shares @ $0.9750 = $1.73
2025-12-29 15:35:40 | WARNING  | trading.storage.sqlite | Added orphan position 87: 1.77 shares
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator | ============================================================
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator | ✅ RECONCILIATION COMPLETE
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |   Positions: 15 on-chain
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |   Orphans added: 15
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |   Ghosts removed: 0
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |   USDC Balance: $552.44
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator |   Positions Value: $330.51
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator | ============================================================
2025-12-29 15:35:40 | INFO     | trading.risk_coordinator | RiskCoordinator started for agent bond-bot (bond)
2025-12-29 15:35:40 | INFO     | trading.bot |   ✅ Risk coordinator started
2025-12-29 15:35:40 | INFO     | trading.safety | Drawdown limits manually reset: equity $2492.24
2025-12-29 15:35:40 | INFO     | trading.bot | ============================================================
2025-12-29 15:35:40 | INFO     | trading.bot | 💰 WALLET STATE
2025-12-29 15:35:40 | INFO     | trading.bot | ============================================================
2025-12-29 15:35:40 | INFO     | trading.bot |   USDC Balance:    $552.44
2025-12-29 15:35:40 | INFO     | trading.bot |   Positions Value: $1,939.80
2025-12-29 15:35:40 | INFO     | trading.bot |   Total Equity:    $2,492.24
2025-12-29 15:35:40 | INFO     | trading.bot |   Available:       $552.44
2025-12-29 15:35:40 | INFO     | trading.bot | ============================================================
2025-12-29 15:35:40 | INFO     | trading.bot | ✅ Bot ready and running!
2025-12-29 15:35:40 | INFO     | trading.bot | Starting main loop (interval=5.0s)
2025-12-29 15:35:40 | INFO     | strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-29 15:35:41 | INFO     | strategies.bond_strategy | 📥 Loaded 9372 active markets (skipped: 218 expired, 0 closed)
2025-12-29 15:36:11 | INFO     | strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-29 15:36:13 | INFO     | strategies.bond_strategy | 📥 Loaded 9372 active markets (skipped: 218 expired, 0 closed)
2025-12-29 15:36:43 | INFO     | strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-29 15:36:44 | INFO     | strategies.bond_strategy | 📥 Loaded 9372 active markets (skipped: 218 expired, 0 closed)
2025-12-29 15:37:14 | INFO     | strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-29 15:37:16 | INFO     | strategies.bond_strategy | 📥 Loaded 9372 active markets (skipped: 218 expired, 0 closed)
2025-12-29 15:37:46 | INFO     | trading.bot | ============================================================
2025-12-29 15:37:46 | INFO     | trading.bot | 🛑 STOPPING BOT: bond-bot
2025-12-29 15:37:46 | INFO     | trading.bot | ============================================================
2025-12-29 15:37:46 | INFO     | trading.risk_coordinator | RiskCoordinator shutdown complete
2025-12-29 15:37:46 | INFO     | trading.bot |   ✅ Risk coordinator stopped
2025-12-29 15:37:46 | INFO     | trading.bot |   ✅ API disconnected
2025-12-29 15:37:46 | INFO     | trading.bot | ============================================================
2025-12-29 15:37:46 | INFO     | trading.bot | 👋 Bot stopped cleanly
2025-12-29 15:37:46 | INFO     | trading.bot | ============================================================
2025-12-29 15:37:48 | INFO     | strategies.bond_strategy | ============================================================
